path,guid,integrity,category,candidateCount
Assets/AnimationClip/end_match_champion_happy1.anim.meta,c8eafc658adbf5c4c93da1117c668af4,unchanged,unresolved,0
Assets/AnimationClip/end_match_champion_happy2.anim.meta,8ddb5ff8bb8f0bb4594e328695784229,unchanged,unresolved,0
Assets/AnimationClip/FistBump_1.anim.meta,6e4608cbf8bd2134490b2e6ac97f8187,unchanged,unresolved,0
Assets/AnimationClip/FistBump_2.anim.meta,c6f658201df02f94ba16bb3608e4341b,unchanged,unresolved,0
Assets/AnimationClip/flag_holder.anim.meta,a5c3128c8b3ab804b97c6951c002519f,unchanged,export-name-candidate,1
Assets/AnimationClip/flag_man.anim.meta,0a908136662b7aa4e9feaa1c2be5ace8,unchanged,unresolved,0
Assets/AnimationClip/greeting.anim.meta,dbe19a6563e5edb48807a6e25b74b269,unchanged,unresolved,0
Assets/AnimationClip/guard_walk.anim.meta,de1c23e1c99cdd04b81777ff561a6318,unchanged,unresolved,0
Assets/AnimationClip/guard_walk_0.anim.meta,53335cc606638134d8b54b9747fe7c0c,unchanged,unresolved,0
Assets/AnimationClip/half_leave.anim.meta,d9df482c65278524cba3789b8a73e791,unchanged,unresolved,0
Assets/AnimationClip/half_leave_0.anim.meta,2852775bf2e2ab245949892f6f9ffbc5,unchanged,unresolved,0
Assets/AnimationClip/holdCup.anim.meta,c52918ffe14075e4588fae9765772abe,unchanged,unresolved,0
Assets/AnimationClip/holdCup2.anim.meta,190f51b273aa5c04d93797f6b5a6e5e6,unchanged,unresolved,0
Assets/AnimationClip/holdCup2_0.anim.meta,fa01e0fa6b11aef4a9250529a197eb6a,unchanged,unresolved,0
Assets/AnimationClip/holdCupWithPodium.anim.meta,73cd112a92207f443a5cf37a0d5350a0,unchanged,unresolved,0
Assets/AnimationClip/holdCupWithPodium_0.anim.meta,76490df8f531a8d48aaec68bbb4704ea,unchanged,unresolved,0
Assets/AnimationClip/holdCup_0.anim.meta,3a35236c3e30dd9499e9776be98a7088,unchanged,unresolved,0
Assets/AnimationClip/injury_referee.anim.meta,5c918539bc2a9af42acc38e0df9b9417,unchanged,unresolved,0
Assets/AnimationClip/injury_style1.anim.meta,0f3e8ecc4387ef54b978e92dae7d0416,unchanged,unresolved,0
Assets/AnimationClip/injury_style2.anim.meta,8c09d6705600ba14db659cf478b33004,unchanged,unresolved,0
Assets/AnimationClip/inmatch_injury1.anim.meta,5df58fc7b10d8cf43850d6c518265b97,unchanged,unresolved,0
Assets/AnimationClip/inmatch_injury2.anim.meta,819263559eff34c47a9b4fe10b0888f4,unchanged,unresolved,0
Assets/AnimationClip/jugglingBall.anim.meta,f149eaee69751214a8eceae7b9f8615d,unchanged,unresolved,0
Assets/AnimationClip/jugglingBallCamera.anim.meta,1152f76220272b444ac7f57bbd4f3248,unchanged,unresolved,0
Assets/AnimationClip/kickoff_wait1.anim.meta,064ddbe85f9201540a2354a47374d93e,unchanged,unresolved,0
Assets/AnimationClip/kickoff_wait2.anim.meta,058e24feac2043c4b9c6390b4408f1da,unchanged,unresolved,0
Assets/AnimationClip/kickoff_wait3.anim.meta,9291be435d7e27a41ad12349e54df681,unchanged,unresolved,0
Assets/AnimationClip/kickoff_wait_female1.anim.meta,fe15ed25b42d1114ebb323e7933080fb,unchanged,unresolved,0
Assets/AnimationClip/kickoff_wait_female2.anim.meta,3888f070915f3ab40a72d9c8d70a7877,unchanged,unresolved,0
Assets/AnimationClip/kickoff_wait_female3.anim.meta,906a0c1bdfeca4246bb7fc4037c4bd9f,unchanged,unresolved,0
Assets/AnimationClip/kickoff_wait_female4.anim.meta,57556d9ffe11e9343a5ca128f1bf43d5,unchanged,unresolved,0
Assets/AnimationClip/kickoff_wait_stand.anim.meta,fc11de165f2b0ce4880078e2040326c8,unchanged,unresolved,0
Assets/AnimationClip/Lautaro1.anim.meta,e7827ac23df41f94b8e06469547d8184,unchanged,unresolved,0
Assets/AnimationClip/leave_match.anim.meta,d20b125ad4fc47f46ba268d035e30fc2,unchanged,unresolved,0
Assets/AnimationClip/leave_match2.anim.meta,141f3c5648918c448a9ca927c6e0d882,unchanged,unresolved,0
Assets/AnimationClip/leave_match2_0.anim.meta,cf29705d94d585c419de9eef158c41e7,unchanged,unresolved,0
Assets/AnimationClip/leave_match3.anim.meta,ac1eb6d1060afa642912b416c8ff89d8,unchanged,unresolved,0
Assets/AnimationClip/leave_match3_0.anim.meta,9a16b09352a0db241aca7ef706309207,unchanged,unresolved,0
Assets/AnimationClip/leave_match_0.anim.meta,d22cedcb14d8917438e91084c5868b03,unchanged,unresolved,0
Assets/AnimationClip/Lingard.anim.meta,b7f9b27a1e06bf54586fa5a2317086b0,unchanged,unresolved,0
Assets/AnimationClip/Lingard1.anim.meta,6a3582d636eefc44a888e9cd13203cb1,unchanged,unresolved,0
Assets/AnimationClip/Lingard2.anim.meta,e1a8fc55279a3224cad8639bec154a11,unchanged,unresolved,0
Assets/AnimationClip/LingardA1.anim.meta,e242e76a4324b974eb2eb7752ff74a0b,unchanged,unresolved,0
Assets/AnimationClip/LingardA2.anim.meta,aebb3a0b0e6a1724599642b88399bf2c,unchanged,unresolved,0
Assets/AnimationClip/LingardA3.anim.meta,2b169effa33d5454fa44b48a58c4d239,unchanged,unresolved,0
Assets/AnimationClip/LingardA4.anim.meta,fb43f1a7380e42440a60219e667c74af,unchanged,unresolved,0
Assets/AnimationClip/LingardB1.anim.meta,ee722328cb7b8fe47a559f500c076d38,unchanged,unresolved,0
Assets/AnimationClip/LingardB2.anim.meta,26360debf03b1ac4fa31dea0a96f1142,unchanged,unresolved,0
Assets/AnimationClip/LingardB3.anim.meta,640a875408211ab48b7d960926e7532e,unchanged,unresolved,0
Assets/AnimationClip/LingardB4.anim.meta,a3bfc9cf6d29e7e46b2ae9c55b882425,unchanged,unresolved,0
Assets/AnimationClip/loading.anim.meta,a05569c53553aad4c81d91f3bf6f9d52,unchanged,unresolved,0
Assets/AnimationClip/lose_match_walk2.anim.meta,1eccd7c2bf095314493a4bfe3b1bc6b3,unchanged,unresolved,0
Assets/AnimationClip/Lukaku1.anim.meta,63d46a2fd6ab5a247bca42cf4de3fba0,unchanged,unresolved,0
Assets/AnimationClip/Lukaku2.anim.meta,e909ced40b00255488b1eb1c5a375672,unchanged,unresolved,0
Assets/AnimationClip/Lukaku3.anim.meta,035265a1cb5ba4a4f9406a2d23132bf4,unchanged,unresolved,0
Assets/AnimationClip/match_win_stand_happy.anim.meta,b033e9c0b5ef60f4b94b2558ed11fff8,unchanged,unresolved,0
Assets/AnimationClip/match_win_stand_happy2.anim.meta,b80d3b4ac57dff14f843e2a27121e2e0,unchanged,unresolved,0
Assets/AnimationClip/match_win_stand_happy3.anim.meta,e1859f06a30d089489e9f9d1138f61a2,unchanged,unresolved,0
Assets/AnimationClip/mbappe.anim.meta,437070b047318784fbee4e2c5f6b999f,unchanged,unresolved,0
Assets/AnimationClip/mbappeSlide.anim.meta,b046ec470dc8c5a48b59a791b004dbe4,unchanged,unresolved,0
Assets/AnimationClip/mbappeSlide1.anim.meta,38a525127d256b74995bd9f0ae84e451,unchanged,unresolved,0
Assets/AnimationClip/mbappeSlide2.anim.meta,d937a268619a02f43b376d9f8d6829ec,unchanged,unresolved,0
Assets/AnimationClip/meditation_1.anim.meta,11bd3fd906869af48896ff6903700463,unchanged,unresolved,0
Assets/AnimationClip/meditation_2.anim.meta,35e833666615f654bb661987089c7990,unchanged,unresolved,0
Assets/AnimationClip/meditation_3.anim.meta,719718715f2df4347855f661162e565b,unchanged,unresolved,0
Assets/AnimationClip/meditation_ronaldo.anim.meta,cb5b90ec1d9bf9c4fb5e53b668349db5,unchanged,unresolved,0
Assets/AnimationClip/MessiListening.anim.meta,4d35bc07bd77e4642988b1984ef90c13,unchanged,unresolved,0
Assets/AnimationClip/MessiListening1.anim.meta,a7199478761f3394cbf3efe274a49c19,unchanged,unresolved,0
Assets/AnimationClip/MessiListening2.anim.meta,b11cd5b5284933d479671bad5ae0e436,unchanged,unresolved,0
Assets/AnimationClip/MessiListening3.anim.meta,bf6ce23d3291bb943ac7ab3fa453a0ee,unchanged,unresolved,0
Assets/AnimationClip/neymar_dummyball.anim.meta,a49e727908bc8514bbf744b50d216458,unchanged,unresolved,0
Assets/AnimationClip/olise.anim.meta,1271839dbd979e743a4b10a243f3c58e,unchanged,unresolved,0
Assets/AnimationClip/olise_1.anim.meta,0d3b4f89dfe579d4baa135e594b24f3a,unchanged,unresolved,0
Assets/AnimationClip/olise_2.anim.meta,980de00e1a29a3844bf070ab229fe327,unchanged,unresolved,0
Assets/AnimationClip/palmer.anim.meta,acff6abb0a1a1ee43957adab188fd1c2,unchanged,unresolved,0
Assets/AnimationClip/palmer2.anim.meta,0823d9e72573df949a146ea8eaf66759,unchanged,unresolved,0
Assets/AnimationClip/palmer3.anim.meta,1a7fd300a8109f84fbedea6382151744,unchanged,unresolved,0
Assets/AnimationClip/PlayerAppears2.anim.meta,da73dccebcd43834b8adf42645a29c6f,unchanged,unresolved,0
Assets/AnimationClip/PlayerCard.anim.meta,3d5d983c17c239c4d9e279f1f7d06289,unchanged,unresolved,0
Assets/AnimationClip/pointsky.anim.meta,3157e47ee3c30ca4bb7fa35da5dcf441,unchanged,unresolved,0
Assets/AnimationClip/pointsky_1.anim.meta,ab22b2e1ad6ad18458601077a4f854bb,unchanged,unresolved,0
Assets/AnimationClip/prize_player.anim.meta,12043ee2043ac794fa9dda1337bc8d9e,unchanged,unresolved,0
Assets/AnimationClip/Pulisic.anim.meta,df765b41cdc7cc646888cd0144a4c196,unchanged,unresolved,0
Assets/AnimationClip/Pulisic1.anim.meta,0aa18b45959293c4a8dd909406c15360,unchanged,unresolved,0
Assets/AnimationClip/Pulisic2.anim.meta,c46da98fdcfe2ed4ab4a1e4451b50c1a,unchanged,unresolved,0
Assets/AnimationClip/raisecup_hero.anim.meta,613b36af156379742bcc020b48df7f43,unchanged,unresolved,0
Assets/AnimationClip/raisecup_p1.anim.meta,a69a5c8e6c255ed47a4b775c3054066e,unchanged,unresolved,0
Assets/AnimationClip/raisecup_p2.anim.meta,719c9d4ca2ea39247b5eca130c17bd68,unchanged,unresolved,0
Assets/AnimationClip/raisecup_p3.anim.meta,651f9cb634459e341ae040698a73d648,unchanged,unresolved,0
Assets/AnimationClip/raisecup_p4.anim.meta,c84ef0c301d90f349afd6112d0b68113,unchanged,unresolved,0
Assets/AnimationClip/raisecup_p5.anim.meta,59b50a500867b3b4ea5314c1d736a0d6,unchanged,unresolved,0
Assets/AnimationClip/raisecup_p6.anim.meta,bebeb4b313ee8f64fb1e387fbb924be4,unchanged,unresolved,0
Assets/AnimationClip/raisecup_p7.anim.meta,814e6ff4075eb1942a4127a356b65c66,unchanged,unresolved,0
Assets/AnimationClip/raisecup_p8.anim.meta,2636b403d375a7543a149414794526bd,unchanged,unresolved,0
Assets/AnimationClip/raisecup_p9.anim.meta,90b14881d6663374c83a63a14c6de4b5,unchanged,unresolved,0
Assets/AnimationClip/Recorded (1).anim.meta,1f3414800777cd0408da4e9a29ad516e,unchanged,unresolved,0
Assets/AnimationClip/Recorded (1)_0.anim.meta,c7b247a4c499ffa428fd5acc6f3e04e4,unchanged,unresolved,0
Assets/AnimationClip/Recorded.anim.meta,b7f3b7c980e1f2640a16156f06222407,unchanged,unresolved,0
Assets/AnimationClip/Recorded_0.anim.meta,69a53a7284e0fde4c8ff0af8f283b188,unchanged,unresolved,0
Assets/AnimationClip/Recorded_1.anim.meta,e329cc1c974dd8d438d239fbf05b9865,unchanged,unresolved,0
Assets/AnimationClip/Recorded_2.anim.meta,bd9e37af219432a4cae5252a96e47e1c,unchanged,unresolved,0
Assets/AnimationClip/Recorded_3.anim.meta,7e1925b39c2e70b4b965a4a5061ad13d,unchanged,unresolved,0
Assets/AnimationClip/Recorded_4.anim.meta,d10089857e423f247af0676415217b33,unchanged,unresolved,0
Assets/AnimationClip/Recorded_5.anim.meta,0c907b6049967dc4cb34aed39e61a66b,unchanged,unresolved,0
Assets/AnimationClip/Recorded_6.anim.meta,9c660bd2ecc84d340a3dd731a8eb9244,unchanged,unresolved,0
Assets/AnimationClip/redcard_reaction.anim.meta,ba0b61b198c2f544290477b7b2be794f,unchanged,unresolved,0
Assets/AnimationClip/redcard_reaction_angry.anim.meta,f88ab368760f8ee4381a33e5b6c2896d,unchanged,unresolved,0
Assets/AnimationClip/referee_yellowcard.anim.meta,01701e6b5eb0b514bb44944b70fce525,unchanged,unresolved,0
Assets/AnimationClip/retirement.anim.meta,90e031d4e33aa944191a9f1b7103b5dc,unchanged,unresolved,0
Assets/AnimationClip/rice.anim.meta,70c4f0e432886a24295e2c934c097224,unchanged,unresolved,0
Assets/AnimationClip/rice_1.anim.meta,01575dcf885e8fc469f8d3e8f72f2013,unchanged,unresolved,0
Assets/AnimationClip/run_turn180.anim.meta,7659c78b852cbda48b5d245c24bd75ec,unchanged,unresolved,0
Assets/AnimationClip/sad_handonhead.anim.meta,6f7596ab6d302124db2757cbcb8cd15e,unchanged,unresolved,0
Assets/AnimationClip/sad_handonhip.anim.meta,077df189ff2a4824cbd04f60b168913f,unchanged,unresolved,0
Assets/AnimationClip/shot_referee_card1.anim.meta,a26d61d253556384587b04c9bdd274e5,unchanged,unresolved,0
Assets/AnimationClip/shot_referee_card2.anim.meta,d4e65649a14d3324cb6d6204836bb0ca,unchanged,unresolved,0
Assets/AnimationClip/showFlag.anim.meta,e739bd3d76d630545b23c78c9c1e8f0f,unchanged,unresolved,0
Assets/AnimationClip/showFlag_0.anim.meta,4232f788c444e1245be2a13f3fda008e,unchanged,unresolved,0
Assets/AnimationClip/showFormation.anim.meta,5c3fbeed65b37034d8a142d5f11c9358,unchanged,unresolved,0
Assets/AnimationClip/showFormation2.anim.meta,017f64694ed27a04b803156ba6c2fc85,unchanged,unresolved,0
Assets/AnimationClip/showFormation2_0.anim.meta,b260d8a3a85990d438c5928c0bd58f71,unchanged,unresolved,0
Assets/AnimationClip/showFormation_0.anim.meta,3bb44ad22b15dcf489edef972b2f8a30,unchanged,unresolved,0
Assets/AnimationClip/siu_ronaldo.anim.meta,8340f5b8728d4ca448c7b62b6fc4e0f7,unchanged,unresolved,0
Assets/AnimationClip/skip.anim.meta,ab428d878ddadc74f926da757fd02cbf,unchanged,unresolved,0
Assets/AnimationClip/somersault_1.anim.meta,f4027a939c212974c8b5a43ec8e2d3f9,unchanged,unresolved,0
Assets/AnimationClip/somersault_2.anim.meta,1bbe96dd94e64d248b9c21a8275f36f5,unchanged,unresolved,0
Assets/AnimationClip/somersault_3.anim.meta,728d56d25227d6e44bce0017512b11f9,unchanged,unresolved,0
Assets/AnimationClip/somersault_4.anim.meta,3aa61e0d689588c48accf924939c3438,unchanged,unresolved,0
Assets/AnimationClip/somersault_5.anim.meta,8a28f394f3063a842b91cacc4a8d641c,unchanged,unresolved,0
Assets/AnimationClip/Stadium_Oblique_shot.anim.meta,0f1c3900f06ec46488cf4d26c9221cf8,unchanged,unresolved,0
Assets/AnimationClip/Stadium_Oblique_shot_0.anim.meta,98453ec466e1e084289abd976d139ce7,unchanged,unresolved,0
Assets/AnimationClip/Stadium_Wide_front.anim.meta,674f6e5ab757640499f0be66b9a5657c,unchanged,unresolved,0
Assets/AnimationClip/Stadium_Wide_front_0.anim.meta,5bde560b7351b1c45a27cfdb8226b354,unchanged,unresolved,0
Assets/AnimationClip/Stadium_Wide_side.anim.meta,248bdc1b576107144987da31a0173c6c,unchanged,unresolved,0
Assets/AnimationClip/Stadium_Wide_side_0.anim.meta,37dc05c7f6388464fbd44c3beca7e575,unchanged,unresolved,0
Assets/AnimationClip/startMatch0.anim.meta,3f12b204f4827684985b63bbf1d36e6e,unchanged,unresolved,0
Assets/AnimationClip/startMatch0_0.anim.meta,e2a408cac5ca75b479b0964e285830f8,unchanged,unresolved,0
Assets/AnimationClip/startMatch1.anim.meta,89d8dd7fd4eb39c4d9a9b9e262d40292,unchanged,unresolved,0
Assets/AnimationClip/startMatch1_0.anim.meta,e8155cec55adfe949a08e431dfa4a2f5,unchanged,unresolved,0
Assets/AnimationClip/startMatchTopView.anim.meta,af0e51ef9fcdbdc43848497ae1b4e877,unchanged,unresolved,0
Assets/AnimationClip/startMatchTopView_0.anim.meta,7cdc727c891fa2b4894279746df3b8f5,unchanged,unresolved,0
Assets/AnimationClip/startMatchWarmUp.anim.meta,4ef1a904e613d58448c9b887b451ba08,unchanged,unresolved,0
Assets/AnimationClip/startMatchWarmUp_0.anim.meta,5f1bb754f662076459b7c057ed867a51,unchanged,unresolved,0
Assets/AnimationClip/startMatch_showFlag.anim.meta,d3614796ddd12d84bad0c3c0562d8809,unchanged,unresolved,0
Assets/AnimationClip/startMatch_showFlag_0.anim.meta,8b1db6a78d5ea144db83d284c40d9626,unchanged,unresolved,0
Assets/AnimationClip/startMatch_starter_1_1.anim.meta,acc6d514b644c7344a5d7d2f5c482164,unchanged,unresolved,0
Assets/AnimationClip/startMatch_starter_1_2.anim.meta,b8eb2f1c1676e3e4b9d8a975278175be,unchanged,unresolved,0
Assets/AnimationClip/startMatch_subIn_1_1.anim.meta,58af0a1658781db4fbbb078d62dcc982,unchanged,unresolved,0
Assets/AnimationClip/startMatch_subIn_1_2.anim.meta,fcf083138030be3478a1d941d3d109ae,unchanged,unresolved,0
Assets/AnimationClip/SuarezWristKissing.anim.meta,7a150e7e950b01d45ac025fb0b62a5a7,unchanged,unresolved,0
Assets/AnimationClip/SuarezWristKissing1.anim.meta,f8894549949c9e04d96e87c727731996,unchanged,unresolved,0
Assets/AnimationClip/SuarezWristKissing2.anim.meta,a25e72039d2448a4bb9b74fc8a8a0653,unchanged,unresolved,0
Assets/AnimationClip/SuarezWristKissing3.anim.meta,ad95fbead3af37b48b13b9440fb6b2a4,unchanged,unresolved,0
Assets/AnimationClip/substitution1.anim.meta,8453e0adfc4076c4e834a9244a51067a,unchanged,unresolved,0
Assets/AnimationClip/substitution1_0.anim.meta,ae070eb1f8dd8dd4f9d7e3456c1aed8e,unchanged,unresolved,0
Assets/AnimationClip/substitution2.anim.meta,a0b7a31a4f8bd1d43899e5e43a2c49d8,unchanged,unresolved,0
Assets/AnimationClip/substitution2_0.anim.meta,8727d629086f0ab4fb5af6a94d4b99e6,unchanged,unresolved,0
Assets/AnimationClip/substitution_in.anim.meta,d19f2e5f65b042a488f7e8197258b07d,unchanged,unresolved,0
Assets/AnimationClip/substitution_in_b.anim.meta,de4eb72d731f8fa4bb211bd66775cf59,unchanged,unresolved,0
Assets/AnimationClip/substitution_in_jogging_applause.anim.meta,0e47c22e59d7c1844ab48d150573b5dc,unchanged,unresolved,0
Assets/AnimationClip/substitution_jogging_touchgrass.anim.meta,3957d9760158a0d4fb124617ed93e4e2,unchanged,unresolved,0
Assets/AnimationClip/substitution_out.anim.meta,586e1e00a81e19b4dacc84fe1d721594,unchanged,unresolved,0
Assets/AnimationClip/substitution_out_b.anim.meta,1ee18e80c2479114fa5d5d82bddeaa32,unchanged,unresolved,0
Assets/AnimationClip/substitution_out_jogging_applause.anim.meta,c28f1ffa2e50c414da6736240d52b4e2,unchanged,unresolved,0
Assets/AnimationClip/substitution_walk_1.anim.meta,51b5e52a321c29548b16ec1826ecffd0,unchanged,unresolved,0
Assets/AnimationClip/substitution_walk_2.anim.meta,5d9757467a0a841479778f87ea6aa659,unchanged,unresolved,0
Assets/AnimationClip/sui_1.anim.meta,7dad963466a785e469b91c2678ea6618,unchanged,unresolved,0
Assets/AnimationClip/sui_2.anim.meta,12f830f9b72fc014b868551426a2faf2,unchanged,unresolved,0
Assets/AnimationClip/sui_3.anim.meta,bcb27e7af993d7d49bba43790042c58e,unchanged,unresolved,0
Assets/AnimationClip/sui_4.anim.meta,2e23068488aeda74182486a53c20b98d,unchanged,unresolved,0
Assets/AnimationClip/sui_5.anim.meta,c89950fab8c188146b9699360ff68dc6,unchanged,unresolved,0
Assets/AnimationClip/Take 001.anim.meta,ef2af77a5573dd54b95def331d7a1b88,unchanged,unresolved,0
Assets/AnimationClip/Take 001_0.anim.meta,a54acf0d686b4bc46bb6cb63739c9f79,unchanged,unresolved,0
Assets/AnimationClip/Take 001_1.anim.meta,eed2cfff952030949a90bf18ce671d8c,unchanged,unresolved,0
Assets/AnimationClip/Take 001_10.anim.meta,7cde63aef8ab16842af4a11fae6fef1a,unchanged,unresolved,0
Assets/AnimationClip/Take 001_11.anim.meta,d1c5f0f48b44c224db98908205913f51,unchanged,unresolved,0
Assets/AnimationClip/Take 001_12.anim.meta,2830f622f79852f4dad350deb1af221b,unchanged,unresolved,0
Assets/AnimationClip/Take 001_13.anim.meta,ea98f45305ecf634aa68c8387a3d52fa,unchanged,unresolved,0
Assets/AnimationClip/Take 001_14.anim.meta,5c65b42b6069f1a4298f63a38c343c53,unchanged,unresolved,0
Assets/AnimationClip/Take 001_15.anim.meta,d50e0f7b63468f34dbe4024d02e4ad1a,unchanged,unresolved,0
Assets/AnimationClip/Take 001_16.anim.meta,6747f3c13c38e2a4fa1e7813b5332e20,unchanged,unresolved,0
