id,name,nation,A,B,C,D,type
20239,ColombianA_CorporaciónDeportivaAmérica,Colombia,100,500,500,500,South_American
20240,ColombianA_MillonariosFútbolClub,Colombia,100,500,500,500,South_American
30041,ColombianA_DeportesTolima,Colombia,100,500,500,500,South_American
20238,ColombianA_IndependienteMedellín,Colombia,1,500,500,500,South_American
30044,ColombianA_AlianzaFC,Colombia,1,500,500,500,South_American
30046,ColombianA_CDLaEquidadSegurosSA,Colombia,1,500,500,500,South_American
30048,ColombianA_OnceCaldas,Colombia,1,500,500,500,South_American
20241,ChileA_ClubDeportivoUniversidadCatólica,Chile,100,500,500,500,South_American
20243,ChileA_ClubSocialyDeportivoColo-Colo,Chile,100,500,500,500,South_American
20242,ChileA_UniónLaCalera,Chile,1,500,500,500,South_American
40074,ChileA_ClubDeportesIquique,Chile,1,500,500,500,South_American
40075,ChileA_UniónEspañola,Chile,1,500,500,500,South_American
40076,ChileA_CDPalestino,Chile,1,500,500,500,South_American
20218,EcuadorianA_IndependientedelValle,Ecuador,100,500,500,500,South_American
20219,EcuadorianA_BarcelonaSportingClub,Ecuador,100,500,500,500,South_American
20220,EcuadorianA_LDUQuito,Ecuador,100,500,500,500,South_American
30159,EcuadorianA_CDUniversidadCatólica,Ecuador,100,500,500,500,South_American
30160,EcuadorianA_CSEmelec,Ecuador,100,500,500,500,South_American
20221,EcuadorianA_DelfínSportingClub,Ecuador,1,500,500,500,South_American
30161,EcuadorianA_MushucRunaSC,Ecuador,1,500,500,500,South_American
30163,EcuadorianA_TécnicoUniversitario,Ecuador,1,500,500,500,South_American
30165,EcuadorianA_DeportivoCuenca,Ecuador,1,500,500,500,South_American
20244,ParaguayanA_ClubCerroPorteño,Paraguay,100,500,500,500,South_American
20245,ParaguayanA_ClubLibertad,Paraguay,100,500,500,500,South_American
20247,ParaguayanA_ClubOlimpia,Paraguay,100,500,500,500,South_American
30411,ParaguayanA_SportivoLuqueño,Paraguay,100,500,500,500,South_American
30415,ParaguayanA_TacuaryFootballClub,Paraguay,100,500,500,500,South_American
20246,ParaguayanA_ClubGuaraní,Paraguay,1,500,500,500,South_American
30409,ParaguayanA_ClubNacionalAsunción,Paraguay,1,500,500,500,South_American
30410,ParaguayanA_SportivoAmeliano,Paraguay,1,500,500,500,South_American
30412,ParaguayanA_ClubSportivoTrinidense,Paraguay,1,500,500,500,South_American
30413,ParaguayanA_ClubSportivo2deMayo,Paraguay,1,500,500,500,South_American
30414,ParaguayanA_ClubGeneralCaballero,Paraguay,1,500,500,500,South_American
20231,UruguayanA_ClubAtléticoRentistas,Uruguay,100,500,500,500,South_American
20232,UruguayanA_ClubNacionaldeFootball,Uruguay,100,500,500,500,South_American
20234,UruguayanA_ClubAtléticoPeñarol,Uruguay,100,500,500,500,South_American
20233,UruguayanA_DanubioFútbolClub,Uruguay,1,500,500,500,South_American
40078,UruguayanA_CABostonRiver,Uruguay,1,500,500,500,South_American
40079,UruguayanA_CerroLargoFC,Uruguay,1,500,500,500,South_American
40080,UruguayanA_RacingClubdeMontevideo,Uruguay,1,500,500,500,South_American
20227,BolivianA_ClubAlwaysReady,Bolivia,1,500,500,500,South_American
20228,BolivianA_TheStrongest,Bolivia,1,500,500,500,South_American
20229,BolivianA_ClubBolívar,Bolivia,1,500,500,500,South_American
20230,BolivianA_ClubJorgeWilstermann,Bolivia,1,500,500,500,South_American
40071,BolivianA_GualbertoVillarroelSanJosé,Bolivia,1,500,500,500,South_American
40072,BolivianA_CANacionalPotosí,Bolivia,1,500,500,500,South_American
40073,BolivianA_CDRealTomayapo,Bolivia,1,500,500,500,South_American
20214,PeruvianA_UniversitariodeDeportes,Peru,1,500,500,500,South_American
20215,PeruvianA_SportingCristal,Peru,1,500,500,500,South_American
20216,PeruvianA_EscuelaMunicipalDeportivoBinacional,Peru,1,500,500,500,South_American
20217,PeruvianA_ClubAlianzaLima,Peru,1,500,500,500,South_American
30234,PeruvianA_FBCMelgar,Peru,1,500,500,500,South_American
30235,PeruvianA_UniversidadCésarVallejo,Peru,1,500,500,500,South_American
30237,PeruvianA_ClubAtléticoGrau,Peru,1,500,500,500,South_American
30238,PeruvianA_ClubCienciano,Peru,1,500,500,500,South_American
30236,PeruvianA_SportBoysAssociation,Peru,1,500,500,500,South_American
30240,PeruvianA_SportHuancayo,Peru,1,500,500,500,South_American
30246,PeruvianA_DeportivoGarcilaso,Peru,1,500,500,500,South_American
20222,VenezuelanaA_DeportivoTáchiraF.C.,Venezuela,1,500,500,500,South_American
20223,VenezuelanaA_DeportivoLaGuaira,Venezuela,1,500,500,500,South_American
20224,VenezuelanaA_AcademiaPuertoCabello,Venezuela,1,500,500,500,South_American
20225,VenezuelanaA_EstudiantesdeMérida,Venezuela,1,500,500,500,South_American
20226,VenezuelanaA_CaracasFC,Venezuela,1,500,500,500,South_American
40023,VenezuelanaA_CaraboboFC,Venezuela,1,500,500,500,South_American
40025,VenezuelanaA_UniversidadCentraldeVenezuela,Venezuela,1,500,500,500,South_American
40030,VenezuelanaA_MetropolitanosFC,Venezuela,1,500,500,500,South_American
40032,VenezuelanaA_Dvo.RayoZuliano,Venezuela,1,500,500,500,South_American
